# Large topology - 250 ASes, 4-tier hierarchy
3022|4142|-1|bgp
3023|4143|-1|bgp
3024|4144|-1|bgp
3025|4145|-1|bgp
3026|4146|-1|bgp
3027|4147|-1|bgp
3028|4148|-1|bgp
3029|4149|-1|bgp
3030|4150|-1|bgp
3001|4151|-1|bgp
3002|4152|-1|bgp
3003|4153|-1|bgp
3004|4154|-1|bgp
3005|4155|-1|bgp
3006|4156|-1|bgp
3007|4157|-1|bgp
3008|4158|-1|bgp
3009|4159|-1|bgp
3010|4160|-1|bgp
3011|4161|-1|bgp
3012|4162|-1|bgp
3013|4163|-1|bgp
3014|4164|-1|bgp
3015|4165|-1|bgp
3016|4166|-1|bgp
3017|4167|-1|bgp
3018|4168|-1|bgp
3019|4169|-1|bgp
3020|4170|-1|bgp
3021|4171|-1|bgp
3022|4172|-1|bgp
3023|4173|-1|bgp
3024|4174|-1|bgp
3025|4175|-1|bgp
3026|4176|-1|bgp
3027|4177|-1|bgp
3028|4178|-1|bgp
3029|4179|-1|bgp
3030|4180|-1|bgp
3001|4181|-1|bgp
3002|4182|-1|bgp
3003|4183|-1|bgp
3004|4184|-1|bgp
3005|4185|-1|bgp
3006|4186|-1|bgp
3007|4187|-1|bgp
3008|4188|-1|bgp
3009|4189|-1|bgp
3010|4190|-1|bgp
3011|4191|-1|bgp
3012|4192|-1|bgp
3013|4193|-1|bgp
3014|4194|-1|bgp
3015|4195|-1|bgp
3016|4196|-1|bgp
3017|4197|-1|bgp
3018|4198|-1|bgp
3019|4199|-1|bgp
3020|4200|-1|bgp
3021|4201|-1|bgp
3022|4202|-1|bgp
3023|4203|-1|bgp
3024|4204|-1|bgp
3025|4205|-1|bgp
